911297187664949248,1
1720046887,2
33836629,3
48008938,4
775449094739197953,5
3333052551,6
180993910,7
3918111614,8
1084212657761148928,9
216939636,10
1482581556,11
2815077014,12
2956121356,13
29843511,14
86351835,15
70831441,16
130745589,17
48642190,18
2577596593,19
4783690002,20
118263124,21
476582730,22
768092862,23
2573466488,24
197313522,25
1442906958,26
2981968107,27
3237721718,28
68746721,29
158106469,30
162124540,31
14393114,32
2895499182,33
175282603,34
138840988,35
153196789,36
797433864,37
50095170,38
990433714948661250,39
2361967422,40
3460735528,41
2902658140,42
3301643341,43
989251872107085824,44
36515907,45
15363432,46
22385548,47
2309105822,48
21815759,49
25263396,50
15278016,51
82364810,52
18850305,53
2314443930,54
824669300699070465,55
1034844617261248512,56
14103014,57
257642411,58
743452002,59
2785337469,60
264501255,61
2781430855,62
898805695,63
891077171673931776,64
1605,65
1601593543,66
1214528593,67
359831209,68
841499391508779008,69
1540897980,70
184983241,71
246939962,72
338526004,73
98073161,74
438301250,75
5620142,76
228792418,77
929791330519322624,78
776585502606721024,79
162293874,80
844953243931291648,81
167628717,82
186420551,83
39547749,84
882257115863187457,85
1095841166,86
837133583558987776,87
4558314927,88
254107028,89
778764142412984320,90
783356145670852608,91
2235411914,92
65876824,93
93957809,94
175624200,95
14009672,96
86481377,97
471550563,98
740238495952736256,99
44073696,100
888216099757490176,101
1145851147,102
318063815,103
977687191202693125,104
1076526138736951298,105
334470578,106
79440047,107
37254334,108
14986849,109
352013269,110
1278890108,111
7352832,112
6270652,113
731538535795163136,114
823957466,115
292849420,116
45675087,117
2865100348,118
31130787,119
748528569064710145,120
197684961,121
18027886,122
367297219,123
865622395,124
140980031,125
92096034,126
1463119548115087362,127
149627584,128
535136727,129
29469671,130
232294292,131
11766442,132
51257255,133
2303004390,134
490783473,135
16067035,136
1290762290224984064,137
887992016,138
158789494,139
2465283662,140
1270400820,141
158799075,142
314395154,143
387156826,144
236796085,145
407800233,146
915239533,147
1556664198,148
1408142352,149
168805139,150
2295554268,151
4157611,152
2541954109,153
80422885,154
14450509,155
17661484,156
3187990776,157
19510090,158
26970530,159
359622624,160
1426476636,161
1069106254927273984,162
19106898,163
96999384,164
4855602651,165
1581645991,166
173157358,167
56872711,168
957374995721629696,169
21066583,170
1163786515144724485,171
96135022,172
1258769409235091457,173
14137617,174
14551614,175
77316078,176
3363584909,177
709543955126333440,178
258031029,179
16141659,180
14968475,181
3442793834,182
1004334946230693890,183
14642896,184
1013971684624424960,185
2210861,186
893369040181182464,187
929211084,188
1469058794,189
439038555,190
167346791,191
452384386,192
14408924,193
811840379733606401,194
782356086120742912,195
5633002,196
101810581,197
821766660822626304,198
1658829246,199
747212842470891520,200
805535743875563520,201
27015881,202
1210596212140892160,203
24053629,204
3344958413,205
10850122,206
610552974,207
412628332,208
1387514922,209
22674817,210
947465066,211
29090443,212
286454227,213
243683803,214
634406525,215
62044012,216
19387570,217
67949052,218
765548,219
734984179956338688,220
8143682,221
905399486,222
15463062,223
47602120,224
102708234,225
185910194,226
2800204849,227
792035592,228
245262377,229
3741979273,230
18464317,231
50343115,232
870606756,233
3270678680,234
853111176,235
721931072,236
932369741724786690,237
4527505582,238
136262002,239
41446149,240
72030668,241
841512265413197824,242
122080635,243
1353836358901501952,244
315636336,245
2895770934,246
2508783510,247
20963651,248
28825783,249
18104734,250
167960058,251
60944552,252
796584325,253
17629607,254
221938964,255
142783289,256
1375825160,257
16984977,258
756181721997987848,259
711048242147041280,260
408706133,261
359956908,262
13759132,263
2502019975,264
1393424079634395139,265
1388977636618080256,266
1191207924,267
1118579966,268
96570221,269
289158382,270
2286218053,271
76080258,272
872274950,273
817060288281202689,274
759894532649545732,275
1395481063,276
3242991169,277
800067317702881280,278
10834752,279
180333300,280
1329262027,281
560473379,282
9271782,283
852066463208931328,284
3119778197,285
29634515,286
2236047510,287
1067218780806307841,288
3874714693,289
885528008,290
10587552,291
17664709,292
14337485,293
1253758756304809984,294
60801171,295
893882282175471616,296
504906590,297
892796129653469188,298
41609220,299
1463354832,300
305092591,301
9316452,302
2786323310,303
16932489,304
895635687130644480,305
51590414,306
1067925193249759233,307
796109256000843776,308
3097519864,309
2601869406,310
261515114,311
17163609,312
231759188,313
2873928633,314
892732157294030848,315
51757957,316
874887507174981633,317
730823445752258562,318
1951553371,319
1009799569390096384,320
22113265,321
806058672619212800,322
404994634,323
615818451,324
3321159693,325
6182852,326
1264252764345044993,327
46791955,328
382008009,329
1237312746,330
794433401591693312,331
1018558062444064768,332
94199200,333
215113195,334
206026629,335
2909296352,336
119837224,337
14699038,338
733640801914343425,339
112717746,340
15379361,341
1616352942,342
2869101210,343
1283081795890626560,344
825088493764407298,345
845968426011119616,346
16548937,347
331827860,348
806206253634457600,349
557902603,350
1240028228,351
844700194197397506,352
1477712862,353
16716511,354
422388777,355
274821510,356
32513057,357
746139663459618816,358
107264139,359
938616384572948480,360
15201247,361
35826432,362
875456843279081476,363
1446792746,364
39865873,365
882511862524465152,366
84902368,367
839820726777544705,368
15636998,369
2543588034,370
4764525630,371
2967221722,372
945809834112200704,373
1558283664,374
1698006024,375
117233133,376
29907525,377
869862586610851840,378
2278664208,379
1546624215628910592,380
